Date,Country_Region,Doses_admin,People_at_least_one_dose
2021-12-11,Angola,10319552.0,7003795.0
2021-12-11,Venezuela,26314390.0,16415684.0
2021-12-12,Angola,10319552.0,7003795.0
2021-12-12,Venezuela,26314390.0,16415684.0
2021-12-13,Angola,10319552.0,7003795.0
2021-12-13,Venezuela,26314390.0,16415684.0
2021-12-14,Angola,10319552.0,7003795.0
2021-12-14,Venezuela,26314390.0,16415684.0
2021-12-15,Angola,10319552.0,7003795.0
2021-12-15,Venezuela,26314390.0,16415684.0
2021-12-16,Angola,10805281.0,7246240.0
2021-12-16,Venezuela,26314390.0,16415684.0
2021-12-17,Angola,10805281.0,7246240.0
2021-12-17,Venezuela,26314390.0,16415684.0
2021-12-18,Angola,10805281.0,7246240.0
2021-12-18,Venezuela,30049714.0,18393519.0
2021-12-19,Angola,10805281.0,7246240.0
2021-12-19,Venezuela,30049714.0,18393519.0
2021-12-20,Angola,10805281.0,7246240.0
2021-12-20,Venezuela,30049714.0,18393519.0
2021-12-21,Angola,10805281.0,7246240.0
2021-12-21,Venezuela,30049714.0,18393519.0
2021-12-22,Angola,10805281.0,7246240.0
2021-12-22,Venezuela,30049714.0,18393519.0
2021-12-23,Angola,10805281.0,7246240.0
2021-12-23,Venezuela,30049714.0,18393519.0
2021-12-24,Angola,11164918.0,7423668.0
2021-12-24,Venezuela,30049714.0,18393519.0
2021-12-25,Angola,11164918.0,7423668.0
2021-12-25,Venezuela,30049714.0,18393519.0
2021-12-26,Angola,11164918.0,7423668.0
2021-12-26,Venezuela,30049714.0,18393519.0
2021-12-27,Angola,11164918.0,7423668.0
2021-12-27,Venezuela,30049714.0,18393519.0
2021-12-28,Angola,11164918.0,7423668.0
2021-12-28,Venezuela,30049714.0,18393519.0
2021-12-29,Angola,11164918.0,7423668.0
2021-12-29,Venezuela,30049714.0,18393519.0
2021-12-30,Angola,11164918.0,7423668.0
2021-12-30,Venezuela,30049714.0,18393519.0
2021-12-31,Angola,11615144.0,7685417.0
2021-12-31,Venezuela,30049714.0,18393519.0
2022-01-01,Angola,11615144.0,7685417.0
2022-01-01,Venezuela,30049714.0,18393519.0
2022-01-02,Angola,11615144.0,7685417.0
2022-01-02,Venezuela,30049714.0,18393519.0
2022-01-03,Angola,11615144.0,7685417.0
2022-01-03,Venezuela,30049714.0,18393519.0
2022-01-04,Angola,11615144.0,7685417.0
2022-01-04,Venezuela,30049714.0,18393519.0
2022-01-05,Angola,11615144.0,7685417.0
2022-01-05,Venezuela,30049714.0,18393519.0
2022-01-06,Angola,11615144.0,7685417.0
2022-01-06,Venezuela,30049714.0,18393519.0
2022-01-07,Angola,11797041.0,7803739.0
2022-01-07,Venezuela,30049714.0,18393519.0
2022-01-08,Angola,11797041.0,7803739.0
2022-01-08,Venezuela,30049714.0,18393519.0
2022-01-09,Angola,12099891.0,8176125.0
2022-01-09,Venezuela,30049714.0,18393519.0
2022-01-10,Angola,12099891.0,8176125.0
2022-01-10,Venezuela,30049714.0,18393519.0
2022-01-11,Angola,12099891.0,8176125.0
2022-01-11,Venezuela,30049714.0,18393519.0
2022-01-12,Angola,12099891.0,8176125.0
2022-01-12,Venezuela,30049714.0,18393519.0
2022-01-13,Angola,12377226.0,8178286.0
2022-01-13,Venezuela,30049714.0,18393519.0
2022-01-14,Angola,12377226.0,8178286.0
2022-01-14,Venezuela,30049714.0,18393519.0
2022-01-15,Angola,12690132.0,8298224.0
2022-01-15,Venezuela,30049714.0,18393519.0
2022-01-16,Angola,12690132.0,8298224.0
2022-01-16,Venezuela,30049714.0,18393519.0
2022-01-17,Angola,12690132.0,8298224.0
2022-01-17,Venezuela,30049714.0,18393519.0
2022-01-18,Angola,12690132.0,8298224.0
2022-01-18,Venezuela,30049714.0,18393519.0
2022-01-19,Angola,12690132.0,8298224.0
2022-01-19,Venezuela,30049714.0,18393519.0
2022-01-20,Angola,12690132.0,8298224.0
2022-01-20,Venezuela,30049714.0,18393519.0
2022-01-21,Angola,12690132.0,8298224.0
2022-01-21,Venezuela,30049714.0,18393519.0
2022-01-22,Angola,12690132.0,8298224.0
2022-01-22,Venezuela,30049714.0,18393519.0
2022-01-23,Angola,12690132.0,8298224.0
2022-01-23,Venezuela,30049714.0,18393519.0
2022-01-24,Angola,13944656.0,9287396.0
2022-01-24,Venezuela,30049714.0,18393519.0
2022-01-25,Angola,13944656.0,9287396.0
2022-01-25,Venezuela,30049714.0,18393519.0
2022-01-26,Angola,13944656.0,9287396.0
2022-01-26,Venezuela,30049714.0,18393519.0
2022-01-27,Angola,13944656.0,9287396.0
2022-01-27,Venezuela,30049714.0,18393519.0
2022-01-28,Angola,13944656.0,9287396.0
2022-01-28,Venezuela,30049714.0,18393519.0
2022-01-29,Angola,14588435.0,9713546.0
2022-01-29,Venezuela,35352675.0,20836636.0
2022-01-30,Angola,14588435.0,9713546.0
2022-01-30,Venezuela,35352675.0,20836636.0
2022-01-31,Angola,14588435.0,9713546.0
2022-01-31,Venezuela,35352675.0,20836636.0
2022-02-01,Angola,14588435.0,9713546.0
2022-02-01,Venezuela,35352675.0,20836636.0
2022-02-02,Angola,14588435.0,9713546.0
2022-02-02,Venezuela,35352675.0,20836636.0
2022-02-03,Angola,15039557.0,9999633.0
2022-02-03,Venezuela,35352675.0,20836636.0
2022-02-04,Angola,15039557.0,9999633.0
2022-02-04,Venezuela,35352675.0,20836636.0
2022-02-05,Angola,15039557.0,9999633.0
2022-02-05,Venezuela,36962256.0,21737740.0
2022-02-06,Angola,15039557.0,9999633.0
2022-02-06,Venezuela,36962256.0,21737740.0
2022-02-07,Angola,15039557.0,9999633.0
2022-02-07,Venezuela,36962256.0,21737740.0
2022-02-08,Angola,15039557.0,9999633.0
2022-02-08,Venezuela,36962256.0,21737740.0
2022-02-09,Angola,15039557.0,9999633.0
2022-02-09,Venezuela,36962256.0,21737740.0
2022-02-10,Angola,15505389.0,10241793.0
2022-02-10,Venezuela,36962256.0,21737740.0
2022-02-11,Angola,15505389.0,10241793.0
2022-02-11,Venezuela,36962256.0,21737740.0
2022-02-12,Angola,15505389.0,10241793.0
2022-02-12,Venezuela,37860994.0,22157232.0
2022-02-13,Angola,15505389.0,10241793.0
2022-02-13,Venezuela,37860994.0,22157232.0
2022-02-14,Angola,15505389.0,10241793.0
2022-02-14,Venezuela,37860994.0,22157232.0
2022-02-15,Angola,15505389.0,10241793.0
2022-02-15,Venezuela,37860994.0,22157232.0
2022-02-16,Angola,15902065.0,10427400.0
2022-02-16,Venezuela,37860994.0,22157232.0
2022-02-17,Angola,15902065.0,10427400.0
2022-02-17,Venezuela,37860994.0,22157232.0
2022-02-18,Angola,15902065.0,10427400.0
2022-02-18,Venezuela,37860994.0,22157232.0
2022-02-19,Angola,15902065.0,10427400.0
2022-02-19,Venezuela,37860994.0,22157232.0
2022-02-20,Angola,15902065.0,10427400.0
2022-02-20,Venezuela,37860994.0,22157232.0
2022-02-21,Angola,15902065.0,10427400.0
2022-02-21,Venezuela,37860994.0,22157232.0
2022-02-22,Angola,15902065.0,10427400.0
2022-02-22,Venezuela,37860994.0,22157232.0
2022-02-23,Angola,16259606.0,10591264.0
2022-02-23,Venezuela,37860994.0,22157232.0
2022-02-24,Angola,16259606.0,10591264.0
2022-02-24,Venezuela,37860994.0,22157232.0
2022-02-25,Angola,16259606.0,10591264.0
2022-02-25,Venezuela,37860994.0,22157232.0
2022-02-26,Angola,16259606.0,10591264.0
2022-02-26,Venezuela,37860994.0,22157232.0
2022-02-27,Angola,16259606.0,10591264.0
2022-02-27,Venezuela,37860994.0,22157232.0
2022-02-28,Angola,16259606.0,10591264.0
2022-02-28,Venezuela,37860994.0,22157232.0
2022-03-01,Angola,16259606.0,10591264.0
2022-03-01,Venezuela,37860994.0,22157232.0
2022-03-02,Angola,16259606.0,10591264.0
2022-03-02,Venezuela,37860994.0,22157232.0
2022-03-03,Angola,16633167.0,10780927.0
2022-03-03,Venezuela,37860994.0,22157232.0
2022-03-04,Angola,16633167.0,10780927.0
2022-03-04,Venezuela,37860994.0,22157232.0
2022-03-05,Angola,16633167.0,10780927.0
2022-03-05,Venezuela,37860994.0,22157232.0
2022-03-06,Angola,16633167.0,10780927.0
2022-03-06,Venezuela,37860994.0,22157232.0
2022-03-07,Angola,16633167.0,10780927.0
2022-03-07,Venezuela,37860994.0,22157232.0
2022-03-08,Angola,16633167.0,10780927.0
2022-03-08,Venezuela,37860994.0,22157232.0
2022-03-09,Angola,16850195.0,10895481.0
2022-03-09,Venezuela,37860994.0,22157232.0
2022-03-10,Angola,16850195.0,10895481.0
2022-03-10,Venezuela,37860994.0,22157232.0
2022-03-11,Angola,16850195.0,10895481.0
2022-03-11,Venezuela,37860994.0,22157232.0
2022-03-12,Angola,16850195.0,10895481.0
2022-03-12,Venezuela,37860994.0,22157232.0
2022-03-13,Angola,16850195.0,10895481.0
2022-03-13,Venezuela,37860994.0,22157232.0
2022-03-14,Angola,16850195.0,10895481.0
2022-03-14,Venezuela,37860994.0,22157232.0
2022-03-15,Angola,16850195.0,10895481.0
2022-03-15,Venezuela,37860994.0,22157232.0
2022-03-16,Angola,16850195.0,10895481.0
2022-03-16,Venezuela,37860994.0,22157232.0
2022-03-17,Angola,16850195.0,10895481.0
2022-03-17,Venezuela,37860994.0,22157232.0
2022-03-18,Angola,17262044.0,11085468.0
2022-03-18,Venezuela,37860994.0,22157232.0
2022-03-19,Angola,17262044.0,11085468.0
2022-03-19,Venezuela,37860994.0,22157232.0
2022-03-20,Angola,17262044.0,11085468.0
2022-03-20,Venezuela,37860994.0,22157232.0
2022-03-21,Angola,17262044.0,11085468.0
2022-03-21,Venezuela,37860994.0,22157232.0
2022-03-22,Angola,17262044.0,11085468.0
2022-03-22,Venezuela,37860994.0,22157232.0
2022-03-23,Angola,17262044.0,11085468.0
2022-03-23,Venezuela,37860994.0,22157232.0
2022-03-24,Angola,17262044.0,11085468.0
2022-03-24,Venezuela,37860994.0,22157232.0
2022-03-25,Angola,17262044.0,11085468.0
2022-03-25,Venezuela,37860994.0,22157232.0
2022-03-26,Angola,17535411.0,11235059.0
2022-03-26,Venezuela,37860994.0,22157232.0
2022-03-27,Angola,17535411.0,11235059.0
2022-03-28,Angola,17535411.0,11235059.0
2022-03-29,Angola,17535411.0,11235059.0
2022-03-30,Angola,17535411.0,11235059.0
2022-03-31,Angola,17535411.0,11235059.0
2022-04-01,Angola,17535411.0,11235059.0
2022-04-02,Angola,17535411.0,11799837.0
2022-04-03,Angola,17535411.0,11799837.0
2022-04-04,Angola,17535411.0,11799837.0
2022-04-05,Angola,17535411.0,11799837.0
2022-04-06,Angola,17535411.0,11799837.0
2022-04-07,Angola,17535411.0,11799837.0
2022-04-08,Angola,17535411.0,11799837.0
2022-04-09,Angola,17535411.0,11799837.0
2022-04-10,Angola,17535411.0,11799837.0
2022-04-11,Angola,17535411.0,11799837.0
2022-04-12,Angola,17535411.0,11799837.0
2022-04-13,Angola,17535411.0,11799837.0
2022-04-14,Angola,17535411.0,11799837.0
2022-04-15,Angola,17535411.0,11799837.0
2022-04-16,Angola,17535411.0,11799837.0
2022-04-17,Angola,17535411.0,11799837.0
2022-04-18,Angola,17535411.0,11799837.0
2022-04-19,Angola,17535411.0,11799837.0
2022-04-20,Angola,17535411.0,11799837.0
2022-04-21,Angola,17535411.0,11799837.0
2022-04-22,Angola,17535411.0,11799837.0
2022-04-23,Angola,17535411.0,11799837.0
2022-04-24,Angola,17535411.0,11799837.0
2022-04-25,Angola,17535411.0,11799837.0
2022-04-26,Angola,17535411.0,11799837.0
2022-04-27,Angola,17896626.0,12059919.0
2022-04-28,Angola,17896626.0,12059919.0
2022-04-29,Angola,17896626.0,12059919.0
2022-04-30,Angola,17896626.0,12059919.0
2022-05-01,Angola,17896626.0,12059919.0
2022-05-02,Angola,17896626.0,12059919.0
2022-05-03,Angola,17896626.0,12059919.0
2022-05-04,Angola,17896626.0,12059919.0
2022-05-05,Angola,17896626.0,12059919.0
2022-05-06,Angola,17896626.0,12059919.0
2022-05-07,Angola,17896626.0,12059919.0
2022-05-08,Angola,17896626.0,12059919.0
2022-05-09,Angola,17896626.0,12059919.0
2022-05-10,Angola,17896626.0,12059919.0
2022-05-11,Angola,17896626.0,12059919.0
2022-05-12,Angola,17896626.0,12059919.0
2022-05-13,Angola,17896626.0,12059919.0
2022-05-14,Angola,17896626.0,12059919.0
2022-05-15,Angola,17896626.0,12059919.0
2022-05-16,Angola,17896626.0,12059919.0
2022-05-17,Angola,17896626.0,12059919.0
2022-05-18,Angola,17896626.0,12059919.0
2022-05-19,Angola,17896626.0,12059919.0
2022-05-20,Angola,17896626.0,12059919.0
2022-05-21,Angola,17896626.0,12059919.0
2022-05-22,Angola,17896626.0,12059919.0
2022-05-23,Angola,18431807.0,12337467.0
2022-05-24,Angola,18431807.0,12337467.0
2022-05-25,Angola,18431807.0,12337467.0
2022-05-26,Angola,18431807.0,12337467.0
2022-05-27,Angola,18431807.0,12337467.0
2022-05-28,Angola,18431807.0,12337467.0
2022-05-29,Angola,18431807.0,12337467.0
2022-05-30,Angola,18956333.0,12337467.0
2022-05-31,Angola,18956333.0,12337467.0
2022-06-01,Angola,18956333.0,12337467.0
2022-06-02,Angola,18431807.0,12337467.0
2022-06-02,Venezuela,37860994.0,22157232.0
2022-06-03,Angola,18431807.0,12337467.0
2022-06-03,Venezuela,37860994.0,22157232.0
2022-06-04,Angola,18431807.0,12337467.0
2022-06-04,Venezuela,37860994.0,22157232.0
2022-06-05,Angola,18431807.0,12337467.0
2022-06-05,Venezuela,37860994.0,22157232.0
2022-06-06,Angola,18431807.0,12337467.0
2022-06-06,Venezuela,37860994.0,22157232.0
2022-06-07,Angola,18431807.0,12337467.0
2022-06-07,Venezuela,37860994.0,22157232.0
2022-06-08,Angola,18956333.0,12847899.0
2022-06-08,Venezuela,37860994.0,22157232.0
2022-06-09,Angola,18956333.0,12847899.0
2022-06-09,Venezuela,37860994.0,22157232.0
2022-06-10,Angola,18956333.0,12847899.0
2022-06-10,Venezuela,37860994.0,22157232.0
2022-06-11,Angola,18956333.0,12847899.0
2022-06-11,Venezuela,37860994.0,22157232.0
2022-06-12,Angola,18956333.0,12847899.0
2022-06-12,Venezuela,37860994.0,22157232.0
2022-06-13,Angola,18956333.0,12847899.0
2022-06-13,Venezuela,37860994.0,22157232.0
2022-06-14,Angola,19486927.0,12847899.0
2022-06-14,Venezuela,37860994.0,22157232.0
2022-06-15,Angola,19486927.0,12700926.0
2022-06-15,Venezuela,37860994.0,22157232.0
2022-06-16,Angola,19486927.0,12700926.0
2022-06-16,Venezuela,37860994.0,22157232.0
2022-06-17,Angola,19486927.0,12700926.0
2022-06-17,Venezuela,37860994.0,22157232.0
2022-06-18,Angola,19486927.0,12700926.0
2022-06-18,Venezuela,37860994.0,22157232.0
2022-06-19,Angola,19486927.0,12700926.0
2022-06-19,Venezuela,37860994.0,22157232.0
2022-06-20,Angola,19486927.0,12700926.0
2022-06-20,Venezuela,37860994.0,22157232.0
2022-06-21,Angola,19486927.0,12700926.0
2022-06-21,Venezuela,37860994.0,22157232.0
2022-06-22,Angola,19486927.0,12700926.0
2022-06-22,Venezuela,37860994.0,22157232.0
2022-06-23,Angola,19486927.0,12700926.0
2022-06-23,Venezuela,37860994.0,22157232.0
2022-06-24,Angola,19486927.0,12700926.0
2022-06-24,Venezuela,37860994.0,22157232.0
2022-06-25,Angola,19486927.0,12700926.0
2022-06-25,Venezuela,37860994.0,22157232.0
2022-06-26,Angola,19486927.0,12700926.0
2022-06-26,Venezuela,37860994.0,22157232.0
2022-06-27,Angola,19486927.0,12700926.0
2022-06-27,Venezuela,37860994.0,22157232.0
2022-06-28,Angola,19565024.0,42756004.0
2022-06-28,Venezuela,37860994.0,22157232.0
2022-06-29,Angola,19565024.0,42756004.0
2022-06-29,Venezuela,37860994.0,22157232.0
2022-06-30,Angola,19565024.0,42756004.0
2022-06-30,Venezuela,37860994.0,22157232.0
2022-07-01,Angola,19565024.0,42756004.0
2022-07-01,Venezuela,37860994.0,22157232.0
2022-07-02,Angola,19565024.0,42756004.0
2022-07-02,Venezuela,37860994.0,22157232.0
2022-07-03,Angola,19565024.0,42756004.0
2022-07-03,Venezuela,37860994.0,22157232.0
2022-07-04,Angola,20397115.0,13153694.0
2022-07-04,Venezuela,37860994.0,22157232.0
2022-07-05,Angola,20397115.0,13153694.0
2022-07-05,Venezuela,37860994.0,22157232.0
2022-07-06,Angola,20397115.0,13153694.0
2022-07-06,Venezuela,37860994.0,22157232.0
2022-07-07,Angola,20397115.0,13153694.0
2022-07-07,Venezuela,37860994.0,22157232.0
2022-07-08,Angola,20397115.0,13153694.0
2022-07-08,Venezuela,37860994.0,22157232.0
2022-07-09,Angola,20397115.0,13153694.0
2022-07-09,Venezuela,37860994.0,22157232.0
2022-07-10,Angola,20397115.0,13153694.0
2022-07-10,Venezuela,37860994.0,22157232.0
2022-07-11,Angola,20397115.0,13153694.0
2022-07-11,Venezuela,37860994.0,22157232.0
2022-07-12,Angola,20397115.0,13153694.0
2022-07-12,Venezuela,37860994.0,22157232.0
2022-07-13,Angola,20701915.0,13275026.0
2022-07-13,Venezuela,37860994.0,22157232.0
2022-07-14,Angola,20701915.0,13275026.0
2022-07-14,Venezuela,37860994.0,22157232.0
2022-07-15,Angola,20701915.0,13275026.0
2022-07-15,Venezuela,37860994.0,22157232.0
2022-07-16,Angola,20701915.0,13275026.0
2022-07-16,Venezuela,37860994.0,22157232.0
2022-07-17,Angola,20701915.0,13275026.0
2022-07-17,Venezuela,37860994.0,22157232.0
2022-07-18,Angola,20701915.0,13275026.0
2022-07-18,Venezuela,37860994.0,22157232.0
2022-07-19,Angola,20701915.0,13275026.0
2022-07-19,Venezuela,37860994.0,22157232.0
2022-07-20,Angola,20701915.0,13275026.0
2022-07-20,Venezuela,37860994.0,22157232.0
2022-07-21,Angola,21099865.0,13507932.0
2022-07-21,Venezuela,37860994.0,22157232.0
2022-07-22,Angola,21099865.0,13507932.0
2022-07-22,Venezuela,37860994.0,22157232.0
2022-07-23,Angola,21099865.0,13507932.0
2022-07-23,Venezuela,37860994.0,22157232.0
2022-07-24,Angola,21099865.0,13507932.0
2022-07-24,Venezuela,37860994.0,22157232.0
2022-07-25,Angola,21099865.0,13507932.0
2022-07-25,Venezuela,37860994.0,22157232.0
2022-07-26,Angola,21099865.0,13507932.0
2022-07-26,Venezuela,37860994.0,22157232.0
2022-07-27,Angola,21099865.0,13507932.0
2022-07-27,Venezuela,37860994.0,22157232.0
2022-07-28,Angola,21099865.0,13507932.0
2022-07-28,Venezuela,37860994.0,22157232.0
2022-07-29,Angola,21099865.0,13507932.0
2022-07-29,Venezuela,37860994.0,22157232.0
2022-07-30,Angola,21099865.0,13507932.0
2022-07-30,Venezuela,37860994.0,22157232.0
2022-07-31,Angola,21099865.0,13507932.0
2022-07-31,Venezuela,37860994.0,22157232.0
2022-08-01,Angola,21099865.0,13507932.0
2022-08-01,Venezuela,37860994.0,22157232.0
2022-08-02,Angola,21099865.0,13507932.0
2022-08-02,Venezuela,37860994.0,22157232.0
2022-08-03,Angola,21099865.0,13507932.0
2022-08-03,Venezuela,37860994.0,22157232.0
2022-08-04,Angola,21323036.0,13639803.0
2022-08-04,Venezuela,37860994.0,22157232.0
2022-08-05,Angola,21323036.0,13639803.0
2022-08-05,Venezuela,37860994.0,22157232.0
2022-08-06,Angola,21323036.0,13639803.0
2022-08-06,Venezuela,37860994.0,22157232.0
2022-08-07,Angola,21323036.0,13639803.0
2022-08-07,Venezuela,37860994.0,22157232.0
2022-08-08,Angola,21323036.0,13639803.0
2022-08-08,Venezuela,37860994.0,22157232.0
2022-08-09,Angola,21323036.0,13639803.0
2022-08-09,Venezuela,37860994.0,22157232.0
2022-08-10,Angola,21623361.0,13908654.0
2022-08-10,Venezuela,37860994.0,22157232.0
2022-08-11,Angola,21623361.0,13908654.0
2022-08-11,Venezuela,37860994.0,22157232.0
2022-08-12,Angola,21623361.0,13908654.0
2022-08-12,Venezuela,37860994.0,22157232.0
2022-08-13,Angola,21623361.0,13908654.0
2022-08-13,Venezuela,37860994.0,22157232.0
2022-08-14,Angola,21623361.0,13908654.0
2022-08-14,Venezuela,37860994.0,22157232.0
2022-08-15,Angola,21623361.0,13908654.0
2022-08-15,Venezuela,37860994.0,22157232.0
2022-08-16,Angola,21623361.0,13908654.0
2022-08-16,Venezuela,37860994.0,22157232.0
2022-08-17,Angola,21623361.0,13908654.0
2022-08-17,Venezuela,37860994.0,22157232.0
2022-08-18,Angola,21991698.0,14037784.0
2022-08-18,Venezuela,37860994.0,22157232.0
2022-08-19,Angola,21991698.0,14037784.0
2022-08-19,Venezuela,37860994.0,22157232.0
2022-08-20,Angola,21991698.0,14037784.0
2022-08-20,Venezuela,37860994.0,22157232.0
2022-08-21,Angola,21991698.0,14037784.0
2022-08-21,Venezuela,37860994.0,22157232.0
2022-08-22,Angola,21991698.0,14037784.0
2022-08-22,Venezuela,37860994.0,22157232.0
2022-08-23,Angola,21991698.0,14037784.0
2022-08-23,Venezuela,37860994.0,22157232.0
2022-08-24,Angola,21991698.0,14037784.0
2022-08-24,Venezuela,37860994.0,22157232.0
2022-08-25,Angola,21991698.0,14037784.0
2022-08-25,Venezuela,37860994.0,22157232.0
2022-08-26,Angola,22120543.0,15542986.0
2022-08-26,Venezuela,37860994.0,22157232.0
2022-08-27,Angola,22120543.0,15542986.0
2022-08-27,Venezuela,37860994.0,22157232.0
2022-08-28,Angola,22120543.0,15542986.0
2022-08-28,Venezuela,37860994.0,22157232.0
2022-08-29,Angola,22120543.0,15542986.0
2022-08-29,Venezuela,37860994.0,22157232.0
2022-08-30,Angola,22120543.0,15542986.0
2022-08-30,Venezuela,37860994.0,22157232.0
2022-08-31,Angola,22120543.0,15542986.0
2022-08-31,Venezuela,37860994.0,22157232.0
2022-09-01,Angola,22120543.0,15542986.0
2022-09-01,Venezuela,37860994.0,22157232.0
2022-09-02,Angola,22120543.0,15542986.0
2022-09-02,Venezuela,37860994.0,22157232.0
2022-09-03,Angola,22120543.0,15542986.0
2022-09-03,Venezuela,37860994.0,22157232.0
2022-09-04,Angola,22120543.0,15542986.0
2022-09-04,Venezuela,37860994.0,22157232.0
2022-09-05,Angola,22226535.0,15542986.0
2022-09-05,Venezuela,37860994.0,22157232.0
2022-09-06,Angola,22226535.0,15542986.0
2022-09-06,Venezuela,37860994.0,22157232.0
2022-09-07,Angola,22226535.0,15542986.0
2022-09-07,Venezuela,37860994.0,22157232.0
2022-09-08,Angola,22226535.0,15542986.0
2022-09-08,Venezuela,37860994.0,22157232.0
2022-09-09,Angola,22226535.0,15542986.0
2022-09-09,Venezuela,37860994.0,22157232.0
2022-09-10,Angola,22226535.0,15542986.0
2022-09-10,Venezuela,37860994.0,22157232.0
2022-09-11,Angola,22226535.0,15542986.0
2022-09-11,Venezuela,37860994.0,22157232.0
2022-09-12,Angola,22226535.0,15542986.0
2022-09-12,Venezuela,37860994.0,22157232.0
2022-09-13,Angola,22226535.0,15542986.0
2022-09-13,Venezuela,37860994.0,22157232.0
2022-09-14,Angola,22226535.0,15542986.0
2022-09-14,Venezuela,37860994.0,22157232.0
2022-09-15,Angola,22226535.0,15542986.0
2022-09-15,Venezuela,37860994.0,22157232.0
2022-09-16,Angola,22226535.0,15542986.0
2022-09-16,Venezuela,37860994.0,22157232.0
2022-09-17,Angola,22226535.0,15542986.0
2022-09-17,Venezuela,37860994.0,22157232.0
2022-09-18,Angola,22226535.0,15542986.0
2022-09-18,Venezuela,37860994.0,22157232.0
2022-09-19,Angola,22226535.0,15542986.0
2022-09-19,Venezuela,37860994.0,22157232.0
2022-09-20,Angola,22226535.0,15542986.0
2022-09-20,Venezuela,37860994.0,22157232.0
2022-09-21,Angola,22226535.0,15542986.0
2022-09-21,Venezuela,37860994.0,22157232.0
2022-09-22,Angola,22226535.0,15542986.0
2022-09-22,Venezuela,37860994.0,22157232.0
2022-09-23,Angola,22226535.0,15542986.0
2022-09-23,Venezuela,37860994.0,22157232.0
2022-09-24,Angola,22226535.0,15542986.0
2022-09-24,Venezuela,37860994.0,22157232.0
2022-09-25,Angola,22226535.0,15542986.0
2022-09-25,Venezuela,37860994.0,22157232.0
2022-09-26,Angola,22226535.0,15542986.0
2022-09-26,Venezuela,37860994.0,22157232.0
2022-09-27,Angola,22226535.0,15542986.0
2022-09-27,Venezuela,37860994.0,22157232.0
2022-09-28,Angola,22226535.0,15542986.0
2022-09-28,Venezuela,37860994.0,22157232.0
2022-09-29,Angola,22226535.0,15542986.0
2022-09-29,Venezuela,37860994.0,22157232.0
2022-09-30,Angola,22226535.0,15542986.0
2022-09-30,Venezuela,37860994.0,22157232.0
2022-10-01,Angola,22226535.0,15542986.0
2022-10-01,Venezuela,37860994.0,22157232.0
2022-10-02,Angola,22226535.0,15542986.0
2022-10-02,Venezuela,37860994.0,22157232.0
2022-10-03,Angola,22226535.0,15542986.0
2022-10-03,Venezuela,37860994.0,22157232.0
2022-10-04,Angola,22226535.0,15542986.0
2022-10-04,Venezuela,37860994.0,22157232.0
2022-10-05,Angola,22226535.0,15542986.0
2022-10-05,Venezuela,37860994.0,22157232.0
2022-10-06,Angola,22226535.0,15542986.0
2022-10-06,Venezuela,37860994.0,22157232.0
2022-10-07,Angola,22226535.0,15542986.0
2022-10-07,Venezuela,37860994.0,22157232.0
2022-10-08,Angola,22226535.0,15542986.0
2022-10-08,Venezuela,37860994.0,22157232.0
2022-10-09,Angola,22226535.0,15542986.0
2022-10-09,Venezuela,37860994.0,22157232.0
2022-10-10,Angola,22226535.0,15542986.0
2022-10-10,Venezuela,37860994.0,22157232.0
